Date,Open,High,Low,Close
09/25/2024,"2,682.80","2,694.90","2,673.40","2,684.70"
09/24/2024,"2,653.30","2,689.40","2,647.10","2,677.00"
09/23/2024,"2,646.20","2,659.80","2,638.60","2,652.50"
09/20/2024,"2,611.20","2,651.00","2,608.70","2,646.20"
09/19/2024,"2,585.10","2,620.50","2,575.30","2,614.60"
09/18/2024,"2,596.00","2,627.20","2,572.50","2,598.60"
09/17/2024,"2,609.80","2,613.70","2,587.30","2,592.40"
09/16/2024,"2,608.00","2,617.40","2,602.50","2,608.90"
09/13/2024,"2,587.50","2,614.60","2,585.00","2,610.70"
09/12/2024,"2,540.60","2,588.50","2,538.70","2,580.60"
09/11/2024,"2,545.70","2,558.00","2,529.00","2,542.40"
09/10/2024,"2,536.00","2,547.50","2,528.90","2,543.10"
09/09/2024,"2,526.50","2,536.50","2,514.20","2,532.70"
09/06/2024,"2,547.10","2,559.80","2,513.90","2,524.60"
09/05/2024,"2,526.40","2,554.00","2,523.70","2,543.10"
09/04/2024,"2,524.60","2,531.50","2,502.70","2,526.00"
09/03/2024,"2,531.80","2,538.50","2,504.40","2,523.00"
08/30/2024,"2,553.60","2,560.10","2,526.60","2,527.60"
08/29/2024,"2,539.20","2,562.20","2,536.50","2,560.30"
08/28/2024,"2,559.80","2,564.30","2,527.80","2,537.80"
08/27/2024,"2,553.80","2,561.40","2,538.50","2,552.90"
08/26/2024,"2,545.10","2,563.20","2,544.00","2,555.20"
08/23/2024,"2,521.10","2,554.50","2,519.80","2,546.30"
08/22/2024,"2,549.90","2,551.40","2,506.40","2,516.70"
08/21/2024,"2,552.20","2,558.00","2,528.20","2,547.50"
08/20/2024,"2,542.40","2,570.40","2,535.10","2,550.60"
08/19/2024,"2,549.70","2,549.90","2,523.70","2,541.30"
08/16/2024,"2,494.40","2,548.30","2,488.20","2,537.80"
08/15/2024,"2,486.20","2,508.00","2,469.20","2,492.40"
08/14/2024,"2,506.30","2,519.70","2,476.20","2,479.70"
08/13/2024,"2,512.60","2,517.30","2,498.20","2,507.80"
08/12/2024,"2,470.10","2,513.40","2,462.70","2,504.00"
08/09/2024,"2,467.30","2,476.50","2,456.10","2,473.40"
08/08/2024,"2,422.80","2,467.90","2,420.20","2,463.30"
08/07/2024,"2,432.60","2,447.30","2,418.80","2,432.40"
08/06/2024,"2,451.70","2,459.50","2,421.80","2,431.60"
08/05/2024,"2,490.30","2,500.80","2,403.80","2,444.40"
08/02/2024,"2,490.80","2,522.50","2,453.10","2,469.80"
08/01/2024,"2,493.40","2,506.60","2,474.00","2,480.80"
07/31/2024,"2,455.60","2,496.60","2,449.20","2,473.00"
07/30/2024,"2,429.00","2,458.30","2,421.50","2,451.90"
07/29/2024,"2,386.90","2,402.10","2,367.30","2,377.80"
07/26/2024,"2,363.80","2,389.70","2,354.60","2,381.00"
07/25/2024,"2,398.10","2,400.80","2,351.90","2,353.50"
07/24/2024,"2,410.70","2,433.00","2,397.00","2,415.70"
07/23/2024,"2,398.00","2,413.50","2,389.20","2,407.30"
07/22/2024,"2,403.70","2,414.40","2,385.20","2,394.70"
07/19/2024,"2,448.00","2,448.40","2,395.70","2,399.10"
07/18/2024,"2,462.50","2,478.50","2,442.90","2,456.40"
07/17/2024,"2,473.20","2,488.40","2,455.50","2,459.90"
07/16/2024,"2,427.10","2,474.50","2,424.50","2,467.80"
07/15/2024,"2,419.30","2,445.00","2,406.10","2,428.90"
07/12/2024,"2,421.00","2,423.20","2,396.10","2,420.70"
07/11/2024,"2,377.40","2,430.40","2,376.80","2,421.90"
07/10/2024,"2,371.00","2,393.40","2,369.70","2,379.70"
07/09/2024,"2,366.50","2,378.30","2,356.00","2,367.90"
07/08/2024,"2,396.20","2,399.30","2,358.30","2,363.50"
07/05/2024,"2,365.10","2,401.50","2,356.00","2,397.70"
07/03/2024,"2,338.60","2,374.50","2,335.70","2,369.40"
07/02/2024,"2,341.60","2,346.10","2,327.40","2,333.40"
07/01/2024,"2,336.20","2,348.80","2,328.20","2,338.90"
06/28/2024,"2,338.60","2,350.60","2,329.70","2,339.60"
06/27/2024,"2,309.40","2,342.00","2,306.80","2,336.60"
06/26/2024,"2,331.80","2,335.80","2,304.70","2,313.20"
06/25/2024,"2,346.80","2,349.70","2,327.10","2,330.80"
06/24/2024,"2,333.50","2,347.50","2,329.50","2,344.40"
06/21/2024,"2,373.80","2,382.60","2,329.20","2,331.20"
06/20/2024,"2,342.90","2,379.50","2,341.30","2,369.00"
06/18/2024,"2,333.70","2,348.20","2,320.20","2,346.90"
06/17/2024,"2,348.50","2,348.70","2,324.30","2,329.00"
06/14/2024,"2,319.60","2,352.30","2,316.70","2,349.10"
06/13/2024,"2,340.90","2,342.40","2,310.90","2,318.00"
06/12/2024,"2,334.00","2,358.80","2,327.20","2,354.80"
06/11/2024,"2,329.50","2,337.30","2,314.50","2,326.60"
06/10/2024,"2,311.00","2,331.30","2,304.50","2,327.00"
06/07/2024,"2,395.70","2,406.70","2,304.20","2,325.00"
06/06/2024,"2,375.30","2,397.80","2,372.20","2,390.90"
06/05/2024,"2,347.10","2,377.60","2,345.30","2,375.50"
06/04/2024,"2,371.30","2,373.10","2,335.10","2,347.40"
06/03/2024,"2,348.00","2,375.50","2,334.80","2,369.30"
05/31/2024,"2,364.50","2,381.20","2,341.10","2,345.80"
05/30/2024,"2,361.00","2,373.70","2,343.30","2,366.50"
05/29/2024,"2,362.50","2,363.70","2,334.20","2,341.20"
05/28/2024,"2,353.50","2,365.50","2,340.80","2,356.50"
05/24/2024,"2,330.40","2,349.00","2,326.30","2,334.50"
05/23/2024,"2,383.00","2,385.70","2,328.10","2,337.20"
05/22/2024,"2,425.40","2,430.50","2,378.00","2,392.90"
05/21/2024,"2,431.50","2,438.20","2,408.50","2,425.90"
05/20/2024,"2,422.20","2,454.20","2,411.10","2,438.50"
05/17/2024,"2,381.40","2,427.40","2,377.80","2,417.40"
05/16/2024,"2,391.50","2,402.70","2,375.20","2,385.50"
05/15/2024,"2,362.90","2,396.10","2,357.10","2,394.90"
05/14/2024,"2,342.30","2,365.20","2,340.50","2,359.90"
05/13/2024,"2,369.10","2,370.80","2,337.60","2,343.00"
05/10/2024,"2,353.50","2,385.30","2,352.00","2,375.00"
05/09/2024,"2,316.50","2,354.20","2,312.90","2,340.30"
05/08/2024,"2,322.00","2,329.60","2,311.40","2,322.30"
05/07/2024,"2,334.80","2,338.70","2,318.20","2,324.20"
05/06/2024,"2,312.80","2,341.90","2,300.60","2,331.20"
05/03/2024,"2,313.50","2,330.70","2,285.20","2,308.60"
05/02/2024,"2,329.90","2,336.10","2,294.30","2,309.60"
05/01/2024,"2,298.20","2,339.50","2,291.70","2,311.00"
04/30/2024,"2,347.00","2,347.60","2,296.20","2,302.90"
04/29/2024,"2,347.60","2,358.90","2,331.00","2,357.70"
04/26/2024,"2,344.20","2,364.40","2,338.00","2,347.20"
04/25/2024,"2,327.40","2,357.60","2,316.40","2,342.50"
04/24/2024,"2,335.70","2,350.90","2,324.80","2,338.40"
